gene_name,log2FoldChange,pvalue
ANXA8,0.125256669,0.804755711
AL591684.3,0.169449543,0.933490521
AGAP9,1.506658698,0.025448564
AL591684.2,1.05956281,0.000458966
BMS1P2,1.052035624,0.104830085
GLUD1P8,0.298211816,0.883287269
DUSP8P4,0.081387147,0.968022091
CTSLP2,0.081387147,0.968022091
FAM35DP,-0.429246218,0.311319446
RHEBP2,-0.284596922,0.81800072
FO681492.1,0.216393392,0.915502636
AKR1E2,-0.125646547,0.935852089
AC245041.2,0.285923451,0.221807478
AC245041.1,0.146231826,0.887204253
AGAP12P,0.814165739,0.373674224
BMS1P7,0.854626613,0.331990596
PTPN20CP,-0.118414009,0.953547689
FRMPD2,0.220190222,0.585679595
MAPK8,0.153517869,0.104017752
ARHGAP22,0.065424765,0.974325093
WDFY4,1.050487392,0.355593481
AC060234.1,-0.225893044,0.911425108
VSTM4,0.070390546,0.972371096
C10orf71,-0.358010402,0.860089094
AL138760.1,-0.019503591,0.992343328
ERCC6,-0.052010898,0.716125183
CHAT,-0.322345,0.87393763
SLC18A3,0.071204391,0.972020752
AKR1C1,0.355809683,0.859716224
C10orf53,0.081387147,0.968022091
OGDHL,0.733918235,0.560423141
PARG,0.672605521,4.16422E-08
AKR1C2,-0.144061138,0.94350193
TIMM23B,1.244323056,1.71768E-12
LINC00843,0.665279023,0.624522253
AGAP6,0.977050693,0.017268349
FAM21EP,0.595168069,0.730865523
WASHC2A,0.911520981,1.402E-09
ASAH2,-0.857331168,0.474902288
DYNC1I2P1,0.773950428,0.000322746
SGMS1,0.511688258,0.002401501
AKR1C3,-0.189450003,0.925747865
SGMS1-AS1,-0.184805591,0.926000514
SHQ1P1,0.120485427,0.953003632
BEND3P1,-0.344862156,0.865174428
NUTM2HP,0.145526756,0.942899376
AL589794.1,-0.023512236,0.990760522
PGGT1BP1,0.166704615,0.934622482
ASAH2B,-0.800955582,0.130556448
A1CF,-0.146922826,0.935942969
PRKG1,0.018713359,0.859708465
AL731537.1,-0.184725941,0.927536167
AC069079.1,-0.071215827,0.972048229
RSU1P3,0.071204391,0.972020752
AKR1C8P,0.126104442,0.950513274
CSTF2T,0.053625184,0.860876688
PRKG1-AS1,-0.080419483,0.968431133
DKK1,-0.298714385,0.883141578
AL355303.1,0.231788327,0.909122838
THAP12P3,-0.266060505,0.895846087
AC074327.1,0.040346972,0.984152269
AKR1C7P,-0.02192059,0.99138705
AC073174.1,0.085684197,0.96633496
AC036101.1,0.169449543,0.933490521
PCDH15,-0.388400615,0.094081012
TUBAL3,0.071204391,0.972020752
NET1,0.462918551,0.01875468
AL353784.1,0.321060915,0.874407757
CALML3-AS1,0.220547195,0.913529254
CALML3,-0.358010402,0.860089094
AC016822.1,-0.272290746,0.65001219
GAPDHP21,0.271999765,0.893540419
AL365356.5,-0.02192059,0.99138705
ZWINT,0.603227697,0.025162733
ASB13,0.336876962,0.576082801
FAM208B,0.370270131,0.000395172
AL365356.1,0.122429941,0.951954501
AL596094.1,-0.206084911,0.91922332
IPMK,0.388923056,0.002289181
TPT1P10,0.269722659,0.894376935
CISD1,-0.505431334,0.20011921
UBE2D1,-0.470664878,0.03798783
TFAM,-0.346753145,0.072718554
BICC1,0.978141285,4.03271E-07
ANKRD16,0.869210565,0.137249147
RPL12P28,0.481305394,0.812724169
FAM133CP,0.214622187,0.915909459
FBXO18,1.080034125,8.18257E-19
TRAF6P1,-0.26405305,0.896646015
PHYHIPL,-0.044881975,0.9307736
FAM13C,0.310185889,0.337127955
AL137186.2,0.073529172,0.9711137
IL15RA,0.054704293,0.978512313
SLC16A9,-0.248092836,0.336832175
MRLN,0.294430421,0.884726444
CCDC6,-0.018442163,0.804357383
ANK3,0.196738118,0.392055501
IL2RA,-0.091752419,0.963970053
AL592430.2,0.081387147,0.968022091
AL137186.1,0.085684197,0.96633496
CDK1,-0.612774245,7.31544E-05
RHOBTB1,-0.419484675,0.102576288
RBM17,0.672146023,4.95653E-06
LINC00845,-0.128430219,0.94960853
TMEM26,0.028118379,0.988963144
PFKFB3,2.216353245,4.13107E-50
TMEM26-AS1,-0.347372765,0.864202951
C10orf107,0.239466319,0.906195805
AC022398.1,-0.023971672,0.990579639
ARID5B,0.537058584,0.001915082
AL157395.1,0.052484844,0.97938513
RTKN2,-0.635644328,0.0001038
ZNF365,0.061588802,0.975965277
AL137145.2,1.14289572,0.50347333
AL133417.1,-0.027144038,0.989341416
ADO,-0.940764798,0.007787471
EGR2,0.463579599,0.819543861
NRBF2,-0.59056846,0.123805813
JMJD1C,0.781268853,2.27114E-21
TATDN1P1,0.342819371,0.804952737
PRELID1P3,-0.02432812,0.990439294
JMJD1C-AS1,0.238217976,0.906661357
AL137145.1,0.037872285,0.985126875
REEP3,0.052976216,0.726234632
AC022387.2,0.081387147,0.968022091
AC022387.1,0.21276843,0.916633976
RPL7AP50,-0.657507989,0.138035301
DBF4P1,-0.038674129,0.967039407
PRKCQ,0.98747691,0.004083513
ANXA2P3,-0.071181455,0.876109587
AC024600.1,-0.342828535,0.866014323
MYL6P3,0.566735137,0.683506664
LINC01515,-0.43949867,0.004573186
PRKCQ-AS1,-0.141724159,0.944001494
CTNNA3,-0.189571781,0.009225155
LRRTM3,1.773657875,0.133893702
AKR1B10P1,-0.02432812,0.990439294
LINC00707,0.032803289,0.987115163
DNAJC12,-0.186508811,0.927334787
AL133551.1,-0.268004787,0.895089604
RPL12P8,-1.159346667,0.276031657
SIRT1,-0.088711168,0.650615485
HERC4,0.996063787,2.82915E-13
RPS3AP38,0.194871195,0.923620806
POU5F1P5,0.880945136,0.664638
MYPN,0.439676436,0.828693853
ATOH7,-0.023971672,0.990579639
AC016395.1,0.142547347,0.944039979
PBLD,0.978031922,0.038400304
HNRNPH3,0.636407426,0.000107566
RUFY2,1.272320595,6.5416E-16
DNA2,1.041930253,3.15551E-17
SLC25A16,1.438988035,2.86539E-17
RPL26P27,-0.265237186,0.896176324
TMEM14DP,-0.048032344,0.972243034
TET1,1.460356945,3.13698E-17
COX20P1,0.330599978,0.851614524
RPS3AP37,0.46826373,0.817788486
AL513534.1,-1.318886735,0.137117515
CCAR1,1.148799484,2.64189E-32
STOX1,0.303325302,0.607676513
DDX50,0.168628359,0.2504929
DDX21,0.432116193,0.010242685
KIF1BP,0.236285929,0.415870035
MED28P1,0.071204391,0.972020752
SRGN,0.142700937,0.94398709
VPS26A,0.138161527,0.298437058
SUPV3L1,0.316652834,0.175881872
AL596223.1,0.071204391,0.972020752
HKDC1,-0.080815858,0.968270392
HK1,1.656708957,5.42751E-15
TACR2,-0.170814755,0.933006381
ATP5G1P7,0.135719225,0.9467381
TSPAN15,1.288396829,2.31391E-05
C10orf35,-1.946996555,0.188550758
COL13A1,-0.015976282,0.993649184
AC024601.1,0.081387147,0.968022091
H2AFY2,0.998625701,1.58654E-09
AIFM2,0.512310202,0.62357411
TYSND1,-0.104699301,0.712993748
SAR1A,0.124109249,0.458671214
CALM2P2,1.139271587,2.10456E-05
PPA1,-0.366410408,0.026670925
NPFFR1,0.222040601,0.912983019
LRRC20,1.559698753,0.017388163
CEP57L1P1,0.165097597,0.908673861
EIF4EBP2,-0.309885738,0.001433442
NODAL,0.052772909,0.97928847
AC022532.1,-0.03188457,0.98747495
PALD1,0.342048665,0.855665854
ADAMTS14,0.557351248,0.783881606
SGPL1,0.55556467,0.000174518
PCBD1,-0.882617626,0.300035443
UNC5B,0.839927102,1.17645E-11
UNC5B-AS1,0.071204391,0.972020752
SLC29A3,0.975707885,0.032885221
AL359183.1,0.57246867,0.778144214
CDH23,0.999536709,0.452385701
SFMBT2,1.491043459,4.50007E-13
C10orf105,-0.352724135,0.862132954
VSIR,0.188838061,0.815486382
PSAP,0.953526512,1.27357E-17
CHST3,1.088424888,0.008279821
SPOCK2,0.599897844,0.767871183
ASCC1,1.251675756,3.37929E-15
RPL15P14,-0.09029265,0.964548097
ANAPC16,0.563683181,0.000558521
DDIT4,3.969160481,3.53981E-71
DDIT4-AS1,-0.023512236,0.990760522
DNAJB12,-0.346114827,0.12382565
MICU1,1.179705623,2.78614E-17
AC091769.2,0.350532984,0.863088502
MCU,0.557073253,2.8561E-08
AC016542.3,0.395133656,0.845751854
AC016542.2,0.157775714,0.938061829
AC016542.1,0.081387147,0.968022091
OIT3,-0.224293115,0.912129527
NPM1P24,0.532521206,0.113941869
PLA2G12B,0.215115303,0.915650356
COX6CP17,0.085684197,0.96633496
RPL17P50,-0.014496056,0.992378683
P4HA1,2.342825124,1.06198E-97
AL731563.3,0.00322706,0.998733061
NUDT13,-0.012887361,0.991519473
AC016394.1,0.507204778,0.802932472
ECD,0.477655311,0.017456487
FAM149B1,0.122573572,0.387678939
DNAJC9,-0.011683361,0.941536925
EIF4A2P2,0.011421075,0.995516455
DNAJC9-AS1,-0.172938269,0.932200711
MRPS16,-0.579497483,0.035447752
DNAJC9-AS1,-0.032752343,0.987140524
CFAP70,0.952750585,0.018340498
ANXA7,0.045811433,0.752670454
RPL26P6,-1.399524475,0.258319415
MSS51,-0.732352093,0.566328273
PPP3CB,-0.27403592,0.008849624
PPP3CB-AS1,0.067520344,0.973602338
USP54,1.253697303,5.09279E-26
AC073389.1,-0.044388559,0.982568743
AC073389.3,-0.02192059,0.99138705
MYOZ1,-0.697321035,0.593759091
SYNPO2L,-0.014085848,0.994468688
AC073389.2,0.332236432,0.87016735
AGAP5,0.661942391,0.709893362
AC022400.3,0.402605477,0.438205116
BMS1P4,0.201012409,0.809547916
AC022400.5,0.167154512,0.934462911
BMS1P4,0.044955265,0.972455706
GLUD1P3,1.760245749,0.221123344
DUSP8P5,0.559486558,0.783077718
AC022400.7,0.029967735,0.988237847
SEC24C,0.558590993,5.5085E-06
AC022400.8,0.358403922,0.860009946
FUT11,0.277265457,0.164751779
CHCHD1,-0.613862046,0.074033537
ZSWIM8,1.154537461,1.40412E-09
AC022400.9,0.242701876,0.904913067
ZSWIM8-AS1,0.330185171,0.870916978
AC022400.6,1.310070719,0.245571346
NDST2,1.230715059,0.318554812
CAMK2G,1.140050008,4.15041E-06
PLAU,1.120612805,0.024921479
C10orf55,0.02892729,0.988640514
VCL,0.362688073,0.0235213
AL596247.1,0.833132924,0.501681412
AP3M1,-0.098763714,0.575795565
ADK,0.557587514,8.97878E-13
TIMM9P1,0.071204391,0.972020752
RPSAP6,0.064450799,0.974698658
AL139125.1,-0.11985386,0.95294027
MRPL35P3,0.282524167,0.88942872
POLR3DP1,0.116418258,0.954317487
KAT6B,0.840284139,8.48402E-07
SAMD8,0.5890048,1.55483E-06
RPS26P42,-0.00880628,0.996540531
VDAC2,-0.031844903,0.873934661
COMTD1,0.154212402,0.904331934
ZNF503-AS1,0.185472657,0.885765147
AC010997.3,-0.380831225,0.761030681
AL445070.1,-0.015490657,0.993916398
SPA17P1,0.161321332,0.936673175
ZNF503,-0.163702543,0.909522465
ZNF503-AS2,-0.292711058,0.885506037
AC010997.4,-0.189540479,0.925662374
LRMDA,0.608598935,0.018904132
AC010997.6,0.147579446,0.942067018
ITIH5,1.266214783,1.79829E-06
AL589863.1,0.165974466,0.934851074
KCNMA1,0.924458584,8.02519E-05
KCNMA1-AS1,-0.02432812,0.990439294
ITIH2,0.248979042,0.902444941
KIN,0.010321048,0.966750727
AL731556.1,1.664819129,0.258416738
IMPDH1P5,0.216994375,0.914988427
DLG5,1.37218399,1.71475E-17
ATP5C1,0.091710233,0.569759498
DLG5-AS1,-0.225893044,0.911425108
POLR3A,0.515811289,0.004089483
RPS24,0.314614116,0.02377092
AC012560.1,0.144941078,0.879693107
LINC00595,0.388473636,0.687337732
TAF3,0.493072254,0.000222146
AC010163.1,0.193596251,0.924084841
AL353754.1,0.071204391,0.972020752
AC010163.2,-0.023971672,0.990579639
ZMIZ1-AS1,0.224202596,0.912231303
ZMIZ1,1.525672346,2.32916E-26
PPIF,-0.206695527,0.444008532
ZCCHC24,0.577658772,0.73490256
EIF5AL1,0.695048768,0.007498346
MBL3P,0.081387147,0.968022091
AL132656.2,-0.818927106,0.500191861
NUTM2B-AS1,0.612426322,1.64023E-07
AL132656.3,-0.247717266,0.902962694
AL132656.4,0.34609902,0.86479441
AL132656.1,0.209923587,0.917697179
NUTM2B,0.027100113,0.989362662
AL135925.1,-0.19091506,0.923721174
NUTM2E,-0.065872617,0.974147402
PGGT1BP2,0.189766932,0.925610634
AL512662.2,-0.185163331,0.872452247
BMS1P21,0.294430421,0.884726444
MBL1P,-0.081361366,0.968056294
SFTPD,-0.065190991,0.974412855
SFTPD-AS1,-0.099500847,0.960929619
C1DP2,0.184639233,0.927591563
TMEM254-AS1,0.860491268,0.424275464
TMEM254,0.417255207,0.298201402
RPL22P18,0.172895188,0.932141697
PLAC9,0.280141324,0.890385362
ANXA11,1.445973294,1.63658E-26
LINC00857,0.249915129,0.902714974
AL513174.1,-0.109659194,0.956951807
EIF5AP4,0.946567479,0.132236755
MAT1A,0.146118023,0.942663077
DYDC1,0.297802268,0.883416244
DYDC2,0.147579446,0.942067018
FAM213A,0.729792813,6.42453E-11
TSPAN14,1.007233661,4.39457E-18
GATA3-AS1,0.315856449,0.876443916
AL390294.1,0.296029349,0.8841366
AC021028.1,0.197427837,0.922569112
GATA3,1.860677407,4.06823E-29
SH2D4B,0.988534935,0.567579466
LARP4B,1.2530934,1.21256E-53
RPA2P2,0.190129245,0.925483142
PRPF38AP1,0.528251163,0.794942621
NRG3,0.134071129,0.620510938
AL390835.1,0.085684197,0.96633496
AC025946.1,-0.067038286,0.973685047
AL603756.1,0.165974466,0.934851074
GHITM,-0.278540819,0.087753027
C10orf99,0.081387147,0.968022091
CDHR1,-0.023971672,0.990579639
LRIT1,-0.023971672,0.990579639
LINC00858,0.169449543,0.933490521
CCSER2,0.52418396,8.80989E-09
TNPO1P1,-0.180434286,0.886720939
RPS3AP5,-0.535374298,0.007013332
KRT8P37,-1.234807789,0.005501263
GRID1-AS1,0.161321332,0.936673175
GRID1,0.334657737,0.747486813
CHCHD3P1,0.085684197,0.96633496
WAPL,0.665975985,1.10696E-15
AL731569.1,-0.023709868,0.990690828
LDB3,-0.137199605,0.946454151
AC067750.1,-0.306995992,0.878582994
BMPR1A,0.681895585,7.30922E-20
RPAP2P1,0.018077131,0.992901635
MMRN2,0.25575337,0.900324386
SNCG,-0.26504594,0.871056543
ADIRF-AS1,0.292007728,0.885734738
ADIRF,-0.207755652,0.918508176
AL136982.7,-0.023512236,0.990760522
AGAP11,0.010400706,0.995916483
BMS1P3,0.231788327,0.909122838
AL136982.1,0.203883984,0.920058313
AL136982.6,0.364351089,0.857699019
AL136982.4,0.231788327,0.909122838
GLUD1,0.069059155,0.634573393
FAM35A,0.8636588,6.48917E-06
AL136982.3,0.28323177,0.889080227
NUTM2A-AS1,0.38841333,0.002557395
NUTM2A,0.019274097,0.992434776
LINC00863,-0.698144695,0.4627474
NUTM2D,0.359415383,0.855139646
CTSLP1,-0.347372765,0.864202951
LINC00864,-0.02432812,0.990439294
MINPP1,-0.166287403,0.391681436
AL138767.3,-0.023971672,0.990579639
AL138767.1,-0.102202463,0.959868556
PAPSS2,-0.311322434,0.864162234
ATAD1,-0.178387388,0.182531873
CFL1P1,0.382263644,0.850768199
KLLN,-0.035490321,0.986067239
PTEN,-0.282434398,0.004476789
AC063965.1,-0.213030703,0.916511301
RPL11P3,-0.365287568,0.838819505
RNLS,-0.388344235,0.017411697
LIPJ,-0.333422084,0.869660971
NAPGP1,-0.023971672,0.990579639
LIPK,0.236092294,0.907523081
RCBTB2P1,0.161321332,0.936673175
LIPM,0.085684197,0.96633496
ANKRD22,-0.261648576,0.689232811
STAMBPL1,-0.043483224,0.922115802
ACTA2-AS1,-0.245250209,0.903928371
ACTA2,-0.065155104,0.883979871
FAS,-0.737528512,0.399226452
AL157394.1,0.081387147,0.968022091
AL513533.1,0.0017427,0.999293629
LIPA,0.336641001,0.322518466
IFIT2,0.071965874,0.971731289
IFIT3,0.172895188,0.932141697
IFIT1,0.213380992,0.90987909
IFIT5,-0.171839997,0.91941387
SLC16A12,0.587763388,0.219765103
PANK1,-0.355662019,0.023000198
AL157400.5,0.347640819,0.864201251
AL157400.2,-0.274935827,0.892356689
AL157400.3,-0.576574127,0.7302661
AL157400.4,-0.163827406,0.935724068
KIF20B,0.243654924,0.078328956
MTND5P42,-0.041305252,0.983776235
LINC00865,-0.225893044,0.911425108
AL138924.1,0.085684197,0.96633496
SNRPD2P1,0.461380074,0.392761052
AL391704.2,-0.083493104,0.967234744
AL391704.1,0.064193326,0.97477968
RPP30,-0.353049292,0.198811113
ANKRD1,-0.125743857,0.779220739
LINC00502,-0.1283209,0.949649957
DDX18P6,0.086138486,0.966175969
PCGF5,-0.075101433,0.634380768
HECTD2,-0.571529394,0.00496649
PPP1R3C,0.166581255,0.934681757
GAPDHP28,0.0725551,0.971496874
FAF2P1,0.358975528,0.859754846
TNKS2-AS1,-0.147117853,0.942611478
TNKS2,0.293364451,5.77561E-05
SRP9P1,-0.259752501,0.328819255
FGFBP3,0.289819322,0.886628128
AL359198.1,-0.02432812,0.990439294
BTAF1,0.590368205,5.61363E-07
CPEB3,1.52839985,1.68596E-13
SDHCP2,0.527534629,0.79518463
NHP2P1,0.721554448,0.449274155
MARCH5,0.564286705,1.73723E-05
IDE,0.3249129,0.026104337
KIF11,0.574880689,1.10881E-05
EIF2S2P3,0.378152268,0.771396509
HHEX,0.064193326,0.97477968
EXOC6,-0.127694556,0.236425433
CYP26C1,0.203598919,0.920691538
AL358613.2,0.49464662,0.787068194
CYP26A1,2.095416328,7.91272E-08
XRCC6P1,1.121917065,0.138983016
RPL17P34,-0.571927789,0.762169124
AL359878.2,0.211709682,0.916978326
MYOF,1.839922012,5.10801E-26
CEP55,0.416227172,0.076251181
FFAR4,-0.122535258,0.951887566
RBP4,-0.161392395,0.936674542
PDE6C,-0.218632604,0.914259612
FRA10AC1,0.667873642,2.02357E-05
LGI1,0.908894556,0.392811281
AL157396.1,0.071204391,0.972020752
SLC35G1,0.056794397,0.92636126
PIPSL,0.869858839,0.08258222
PLCE1,0.890867926,0.041626302
PLCE1-AS2,-0.020691235,0.99187085
AL139118.1,0.085684197,0.96633496
NOC3L,-0.113583537,0.568659801
TBC1D12,0.967128581,6.69274E-14
HELLS,0.497961564,0.000957523
AL138759.1,0.512225303,0.002223623
CYP2C18,0.15991351,0.937295682
AL583836.1,0.836160413,0.615354271
CYP2C19,0.339289445,0.867431992
CYP2C9,0.331841075,0.81090329
CYP2C8,0.577448537,0.737390269
AL157834.1,2.010812482,0.002115967
AL157834.3,-0.027141692,0.989338003
ACSM6,0.504828662,0.803734562
AL157834.2,0.104813569,0.95900886
PDLIM1,0.579414843,0.005477244
SORBS1,0.468674174,0.013071692
RPS3AP36,-0.232386974,0.908945346
ALDH18A1,0.499740175,0.000408915
TCTN3,0.04290008,0.788367056
ENTPD1,0.107285076,0.929571866
ENTPD1-AS1,0.277340856,0.322894462
AL365273.1,-0.067703355,0.973425005
AL365273.2,-0.158921576,0.938053147
CC2D2B,-0.190604116,0.916159874
CCNJ,-0.784321587,4.6531E-05
ZNF518A,-0.021681466,0.843447541
NPM1P25,0.202108378,0.920596169
BLNK,0.354551882,0.827531642
DNTT,0.064193326,0.97477968
OPALIN,0.085684197,0.96633496
TLL2,-0.249585794,0.672135626
TM9SF3,0.239234513,0.047770247
NPM1P26,0.258987743,0.87969471
PIK3AP1,0.525999314,0.627841775
RPL13AP5,-1.084517137,6.40652E-08
LCOR,0.462454793,1.8856E-07
SLIT1,0.977975013,0.614173819
AL359878.1,0.428776706,0.799064933
ARHGAP19-SLIT1,0.630663146,0.021601355
HSP90AB7P,-0.112387526,0.955868242
ARHGAP19,0.588744774,0.031093326
FRAT1,0.059767196,0.974515037
FRAT2,0.167370242,0.864151623
AL355490.1,0.413513349,0.838696762
RRP12,0.900957144,0.001270032
AL355490.2,0.241946018,0.905196236
PGAM1,0.331520316,0.032488427
EXOSC1,0.393961316,0.377043569
ZDHHC16,-0.033656056,0.885268566
MMS19,0.655380947,7.92751E-09
UBTD1,1.117917012,0.022311178
ANKRD2,-0.482139521,0.812469465
HOGA1,0.143992067,0.943480355
AL355315.1,0.673409668,0.041852933
MORN4,1.197132186,0.327148725
PI4K2A,0.250487259,0.176868078
AVPI1,-0.295221363,0.862453131
MARVELD1,0.76318689,0.249022095
ZFYVE27,0.971780719,3.311E-06
LINC00866,-0.225893044,0.911425108
GOLGA7B,-0.019978039,0.992151475
CRTAC1,0.232925224,0.759581215
R3HCC1L,0.147736186,0.174222579
LOXL4,0.113728524,0.951876373
AL139241.1,0.019412122,0.992380279
PYROXD2,0.279493838,0.697667691
HPS1,-0.160834581,0.50072862
HPSE2,0.876113788,0.003499726
GTPBP4,1.016981982,1.06267E-11
ARL5AP2,-0.13099113,0.948601605
RPL7P36,-0.141847897,0.944341774
CNNM1,0.244722225,0.904174107
GOT1,0.100498104,0.692938776
AL391684.1,0.493219677,0.79784482
NKX2-3,0.707150601,0.657494615
SLC25A28,0.426838308,0.39619675
AL353719.1,-0.298474698,0.883193056
AL133353.1,-0.086280055,0.966128069
ENTPD7,-0.141520731,0.448692816
EBAG9P1,-0.023512236,0.990760522
CUTC,-0.263066575,0.108942202
COX15,0.239716003,0.328699066
ABCC2,0.535260433,0.771507522
DNMBP,0.897834848,3.50109E-15
DNMBP-AS1,0.290572,0.886266575
MIR7641-1,-0.02432812,0.990439294
RNU4-55P,-0.218632604,0.914259612
SNORD97,-2.141336994,1.85162E-10
Y_RNA,-0.43692102,0.81643183
Y_RNA,-0.099500847,0.960929619
MIR34B,-0.02192059,0.99138705
RNU6-44P,0.169449543,0.933490521
RNY4P6,-0.096914199,0.961938736
RN7SL828P,-0.266225802,0.89574856
RNU6-1157P,0.288447481,0.887052037
MIR6716,0.357112974,0.860450871
RN7SL688P,-0.096914199,0.961938736
MIR3656,0.071204391,0.972020752
7SK,0.107627439,0.957744145
RNU6-256P,0.071204391,0.972020752
MIR100,0.081387147,0.968022091
RNU4ATAC10P,0.081387147,0.968022091
RNU4ATAC5P,0.081387147,0.968022091
RNU4-23P,-0.225893044,0.911425108
SNORD14E,-1.763824662,2.60281E-09
SNORD14D,-1.733816204,8.24606E-08
SNORD14C,-1.321181777,0.00031301
U8,0.080923194,0.962181686
RNU1-21P,-0.293421186,0.885156157
RNU2-35P,0.071204391,0.972020752
RN7SL351P,0.071204391,0.972020752
RN7SL778P,-0.361377508,0.858816045
MIR4697,-0.023512236,0.990760522
RN7SKP90,-2.518396356,4.06336E-08
SNORD14A,-1.890039076,7.81801E-29
SNORD14B,-2.096254556,4.99836E-08
Metazoa_SRP,-0.218632604,0.914259612
MIR675,1.871899561,0.004618877
MIR6743,0.076459199,0.969964029
MIR483,0.219006128,0.914169208
SNORA54,-1.990316809,3.12018E-10
U3,-0.431751568,0.831763087
Y_RNA,0.081387147,0.968022091
Y_RNA,-0.100939085,0.960368813
Y_RNA,0.081387147,0.968022091
MIR4687,0.064595438,0.974640719
SNORA7,-0.52555503,0.795877946
RN7SL838P,-0.220223664,0.913713441
MIR4688,0.081387147,0.968022091
MIR5582,-0.207755652,0.918508176
SNORD67,-2.747292846,1.70981E-13
Y_RNA,-0.851881133,0.627962695
Y_RNA,0.346634152,0.864480267
MIR210,0.072600742,0.971496631
RN7SL605P,-0.26423826,0.896527723
MIR130A,0.384517055,0.850626674
RN7SL23P,0.149407365,0.941340119
MIR611,-0.193725284,0.924312877
MIR1908,0.149407365,0.941340119
MIR6747,0.15200669,0.940351942
SNORA57,-2.208896022,7.6498E-15
MIR6748,0.165974466,0.934851074
MIR6514,0.071204391,0.972020752
RNU6-118P,0.081387147,0.968022091
RNU2-2P,-1.587478278,0.000459474
SNORD22,-2.046212072,4.02296E-15
SNORD30,-1.415725599,0.000546863
SNORD22,-0.107243867,0.957920299
SNORD28,-1.739882495,6.45258E-08
SNORD27,-2.330085103,1.39836E-13
SNORD26,-1.145044092,0.000834305
SNORD25,-1.933996965,2.3631E-08
RN7SL596P,0.071204391,0.972020752
RNU6-45P,-0.753400267,0.712364245
Y_RNA,-0.023707172,0.990692657
MIR1237,0.129306833,0.949238314
MIR6750,0.149407365,0.941340119
MIR6879,0.071204391,0.972020752
MIR6751,-0.00880628,0.996540531
RNU2-23P,-2.693882678,5.73044E-08
NEAT1_1,3.893291115,0.014721907
NEAT1_2,4.830510823,2.90771E-05
